animal_type,complaint_type,suburb,year_quarter,animal,complaint
Dog,Private Impound,Yabulu,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Alligator Creek,2018.1,Dog,Aggressive Animal
Dog,Attack,Alligator Creek,2018.1,Dog,Attack
Dog,Attack,Alligator Creek,2018.1,Dog,Attack
Dog,Attack,Alligator Creek,2018.1,Dog,Attack
Dog,Attack,Alligator Creek,2018.1,Dog,Attack
Dog,Enclosure,Alligator Creek,2018.1,Dog,Enclosure
Dog,Enclosure,Cungulla,2018.1,Dog,Enclosure
Dog,Noise,Idalia,2018.1,Dog,Noise
Dog,Noise,Idalia,2018.1,Dog,Noise
Dog,Private Impound,Idalia,2018.1,Dog,Private Impound
Dog,Private Impound,Idalia,2018.1,Dog,Private Impound
Dog,Private Impound,Idalia,2018.1,Dog,Private Impound
Dog,Private Impound,Idalia,2018.1,Dog,Private Impound
Dog,Private Impound,Idalia,2018.1,Dog,Private Impound
Dog,Private Impound,Idalia,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Mt Stuart,2018.1,Dog,Aggressive Animal
Dog,Attack,Nome,2018.1,Dog,Attack
Dog,Aggressive Animal,Oonoonba,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Oonoonba,2018.1,Dog,Enclosure
Dog,Noise,Oonoonba,2018.1,Dog,Noise
Dog,Private Impound,Oonoonba,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Railway Estate,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Railway Estate,2018.1,Dog,Enclosure
Dog,Enclosure,Railway Estate,2018.1,Dog,Enclosure
Dog,Enclosure,Railway Estate,2018.1,Dog,Enclosure
Dog,Enclosure,Railway Estate,2018.1,Dog,Enclosure
Dog,Enclosure,Railway Estate,2018.1,Dog,Enclosure
Dog,Private Impound,Stuart,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Wulguru,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Wulguru,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Enclosure,Wulguru,2018.1,Dog,Enclosure
Dog,Noise,Wulguru,2018.1,Dog,Noise
Dog,Noise,Wulguru,2018.1,Dog,Noise
Cat,Private Impound,Wulguru,2018.1,Cat,Private Impound
Cat,Private Impound,Wulguru,2018.1,Cat,Private Impound
Cat,Private Impound,Wulguru,2018.1,Cat,Private Impound
Cat,Private Impound,Wulguru,2018.1,Cat,Private Impound
Dog,Private Impound,Wulguru,2018.1,Dog,Private Impound
Dog,Private Impound,Wulguru,2018.1,Dog,Private Impound
Dog,Private Impound,Wulguru,2018.1,Dog,Private Impound
Dog,Private Impound,Wulguru,2018.1,Dog,Private Impound
Dog,Private Impound,Wulguru,2018.1,Dog,Private Impound
Cat,Wandering,Wulguru,2018.1,Cat,Wandering
Dog,Attack,Burdell,2018.1,Dog,Attack
Dog,Attack,Burdell,2018.1,Dog,Attack
Dog,Noise,Burdell,2018.1,Dog,Noise
Cat,Private Impound,Burdell,2018.1,Cat,Private Impound
Dog,Private Impound,Burdell,2018.1,Dog,Private Impound
Dog,Private Impound,Burdell,2018.1,Dog,Private Impound
Dog,Private Impound,Burdell,2018.1,Dog,Private Impound
Dog,Private Impound,Burdell,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Bushland Beach,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Bushland Beach,2018.1,Dog,Enclosure
Dog,Enclosure,Bushland Beach,2018.1,Dog,Enclosure
Dog,Enclosure,Bushland Beach,2018.1,Dog,Enclosure
Dog,Noise,Bushland Beach,2018.1,Dog,Noise
Dog,Noise,Bushland Beach,2018.1,Dog,Noise
Dog,Private Impound,Bushland Beach,2018.1,Dog,Private Impound
Dog,Private Impound,Bushland Beach,2018.1,Dog,Private Impound
Dog,Private Impound,Bushland Beach,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Deeragun,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Deeragun,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Deeragun,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Deeragun,2018.1,Dog,Enclosure
Dog,Enclosure,Deeragun,2018.1,Dog,Enclosure
Dog,Enclosure,Deeragun,2018.1,Dog,Enclosure
Dog,Noise,Deeragun,2018.1,Dog,Noise
Dog,Noise,Deeragun,2018.1,Dog,Noise
Dog,Noise,Deeragun,2018.1,Dog,Noise
Cat,Private Impound,Deeragun,2018.1,Cat,Private Impound
Cat,Private Impound,Deeragun,2018.1,Cat,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Dog,Private Impound,Deeragun,2018.1,Dog,Private Impound
Cat,Wandering,Deeragun,2018.1,Cat,Wandering
Dog,Aggressive Animal,Mount Low,2018.1,Dog,Aggressive Animal
Cat,Private Impound,Mount Low,2018.1,Cat,Private Impound
Dog,Attack,Belgian Gardens,2018.1,Dog,Attack
Dog,Private Impound,Belgian Gardens,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Bohle,2018.1,Dog,Aggressive Animal
Dog,Noise,Castle Hill,2018.1,Dog,Noise
Dog,Attack,Garbutt,2018.1,Dog,Attack
Dog,Attack,Garbutt,2018.1,Dog,Attack
Dog,Private Impound,Garbutt,2018.1,Dog,Private Impound
Dog,Attack,Nelly Bay,2018.1,Dog,Attack
Dog,Attack,North Ward,2018.1,Dog,Attack
Cat,Enclosure,North Ward,2018.1,Cat,Enclosure
Dog,Enclosure,North Ward,2018.1,Dog,Enclosure
Dog,Enclosure,North Ward,2018.1,Dog,Enclosure
Dog,Enclosure,North Ward,2018.1,Dog,Enclosure
Dog,Noise,North Ward,2018.1,Dog,Noise
Dog,Noise,North Ward,2018.1,Dog,Noise
Dog,Noise,North Ward,2018.1,Dog,Noise
Dog,Aggressive Animal,Pallarenda,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Pallarenda,2018.1,Dog,Enclosure
Dog,Noise,Pallarenda,2018.1,Dog,Noise
Dog,Enclosure,Rowes Bay,2018.1,Dog,Enclosure
Dog,Attack,South Townsville,2018.1,Dog,Attack
Dog,Attack,South Townsville,2018.1,Dog,Attack
Dog,Attack,South Townsville,2018.1,Dog,Attack
Dog,Enclosure,South Townsville,2018.1,Dog,Enclosure
Dog,Enclosure,South Townsville,2018.1,Dog,Enclosure
Dog,Enclosure,South Townsville,2018.1,Dog,Enclosure
Dog,Enclosure,South Townsville,2018.1,Dog,Enclosure
Dog,Enclosure,Townsville City,2018.1,Dog,Enclosure
Dog,Aggressive Animal,Condon,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Condon,2018.1,Dog,Aggressive Animal
Dog,Attack,Condon,2018.1,Dog,Attack
Dog,Attack,Condon,2018.1,Dog,Attack
Dog,Enclosure,Condon,2018.1,Dog,Enclosure
Dog,Enclosure,Condon,2018.1,Dog,Enclosure
Cat,Private Impound,Condon,2018.1,Cat,Private Impound
Cat,Private Impound,Condon,2018.1,Cat,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Condon,2018.1,Dog,Private Impound
Dog,Private Impound,Gumlow,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Kelso,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kelso,2018.1,Dog,Aggressive Animal
Dog,Attack,Kelso,2018.1,Dog,Attack
Dog,Attack,Kelso,2018.1,Dog,Attack
Dog,Attack,Kelso,2018.1,Dog,Attack
Dog,Attack,Kelso,2018.1,Dog,Attack
Dog,Attack,Kelso,2018.1,Dog,Attack
Dog,Attack,Kelso,2018.1,Dog,Attack
Dog,Enclosure,Kelso,2018.1,Dog,Enclosure
Dog,Enclosure,Kelso,2018.1,Dog,Enclosure
Dog,Enclosure,Kelso,2018.1,Dog,Enclosure
Dog,Enclosure,Kelso,2018.1,Dog,Enclosure
Dog,Enclosure,Kelso,2018.1,Dog,Enclosure
Dog,Noise,Kelso,2018.1,Dog,Noise
Cat,Private Impound,Kelso,2018.1,Cat,Private Impound
Cat,Private Impound,Kelso,2018.1,Cat,Private Impound
Cat,Private Impound,Kelso,2018.1,Cat,Private Impound
Cat,Private Impound,Kelso,2018.1,Cat,Private Impound
Cat,Private Impound,Kelso,2018.1,Cat,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Private Impound,Kelso,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Rasmussen,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Rasmussen,2018.1,Dog,Aggressive Animal
Cat,Enclosure,Rasmussen,2018.1,Cat,Enclosure
Cat,Enclosure,Rasmussen,2018.1,Cat,Enclosure
Cat,Enclosure,Rasmussen,2018.1,Cat,Enclosure
Cat,Enclosure,Rasmussen,2018.1,Cat,Enclosure
Dog,Enclosure,Rasmussen,2018.1,Dog,Enclosure
Dog,Enclosure,Rasmussen,2018.1,Dog,Enclosure
Dog,Enclosure,Rasmussen,2018.1,Dog,Enclosure
Dog,Enclosure,Rasmussen,2018.1,Dog,Enclosure
Dog,Noise,Rasmussen,2018.1,Dog,Noise
Dog,Noise,Rasmussen,2018.1,Dog,Noise
Cat,Private Impound,Rasmussen,2018.1,Cat,Private Impound
Dog,Private Impound,Rasmussen,2018.1,Dog,Private Impound
Dog,Private Impound,Rasmussen,2018.1,Dog,Private Impound
Dog,Private Impound,Rasmussen,2018.1,Dog,Private Impound
Dog,Private Impound,Rasmussen,2018.1,Dog,Private Impound
Dog,Wandering,Rasmussen,2018.1,Dog,Wandering
Dog,Aggressive Animal,Kirwan,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kirwan,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kirwan,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Kirwan,2018.1,Dog,Enclosure
Dog,Enclosure,Kirwan,2018.1,Dog,Enclosure
Dog,Enclosure,Kirwan,2018.1,Dog,Enclosure
Dog,Enclosure,Kirwan,2018.1,Dog,Enclosure
Dog,Enclosure,Kirwan,2018.1,Dog,Enclosure
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Enclosure,Mount Louisa,2018.1,Dog,Enclosure
Dog,Attack,Thuringowa Central,2018.1,Dog,Attack
Dog,Noise,Thuringowa Central,2018.1,Dog,Noise
Dog,Noise,Thuringowa Central,2018.1,Dog,Noise
Dog,Noise,Thuringowa Central,2018.1,Dog,Noise
Dog,Noise,Thuringowa Central,2018.1,Dog,Noise
Cat,Private Impound,Thuringowa Central,2018.1,Cat,Private Impound
Cat,Private Impound,Thuringowa Central,2018.1,Cat,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Annandale,2018.1,Dog,Aggressive Animal
Dog,Noise,Annandale,2018.1,Dog,Noise
Dog,Noise,Annandale,2018.1,Dog,Noise
Dog,Noise,Annandale,2018.1,Dog,Noise
Dog,Aggressive Animal,Condon,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Condon,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Condon,2018.1,Dog,Enclosure
Dog,Enclosure,Condon,2018.1,Dog,Enclosure
Dog,Enclosure,Condon,2018.1,Dog,Enclosure
Dog,Noise,Condon,2018.1,Dog,Noise
Dog,Aggressive Animal,Douglas,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Douglas,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Douglas,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Douglas,2018.1,Dog,Enclosure
Dog,Enclosure,Douglas,2018.1,Dog,Enclosure
Dog,Noise,Douglas,2018.1,Dog,Noise
Dog,Noise,Douglas,2018.1,Dog,Noise
Dog,Noise,Douglas,2018.1,Dog,Noise
Cat,Private Impound,Douglas,2018.1,Cat,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Douglas,2018.1,Dog,Private Impound
Dog,Private Impound,Thuringowa Central,2018.1,Dog,Private Impound
Dog,Wandering,Thuringowa Central,2018.1,Dog,Wandering
Dog,Enclosure,Cranbrook,2018.1,Dog,Enclosure
Dog,Noise,Cranbrook,2018.1,Dog,Noise
Dog,Noise,Cranbrook,2018.1,Dog,Noise
Dog,Noise,Cranbrook,2018.1,Dog,Noise
Dog,Noise,Cranbrook,2018.1,Dog,Noise
Dog,Aggressive Animal,Heatley,2018.1,Dog,Aggressive Animal
Dog,Attack,Heatley,2018.1,Dog,Attack
Dog,Attack,Heatley,2018.1,Dog,Attack
Dog,Noise,Heatley,2018.1,Dog,Noise
Dog,Noise,Heatley,2018.1,Dog,Noise
Dog,Noise,Heatley,2018.1,Dog,Noise
Dog,Aggressive Animal,Kirwan,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Kirwan,2018.1,Dog,Aggressive Animal
Dog,Attack,Kirwan,2018.1,Dog,Attack
Dog,Enclosure,Kirwan,2018.1,Dog,Enclosure
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Noise,Kirwan,2018.1,Dog,Noise
Dog,Noise,Kirwan,2018.1,Dog,Noise
Cat,Private Impound,Kirwan,2018.1,Cat,Private Impound
Cat,Private Impound,Kirwan,2018.1,Cat,Private Impound
Cat,Private Impound,Kirwan,2018.1,Cat,Private Impound
Cat,Private Impound,Kirwan,2018.1,Cat,Private Impound
Cat,Private Impound,Kirwan,2018.1,Cat,Private Impound
Cat,Private Impound,Kirwan,2018.1,Cat,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Private Impound,Kirwan,2018.1,Dog,Private Impound
Dog,Attack,Mount Louisa,2018.1,Dog,Attack
Dog,Aggressive Animal,Aitkenvale,2018.1,Dog,Aggressive Animal
Dog,Attack,Aitkenvale,2018.1,Dog,Attack
Dog,Attack,Aitkenvale,2018.1,Dog,Attack
Dog,Enclosure,Aitkenvale,2018.1,Dog,Enclosure
Dog,Enclosure,Aitkenvale,2018.1,Dog,Enclosure
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Cat,Private Impound,Aitkenvale,2018.1,Cat,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Private Impound,Aitkenvale,2018.1,Dog,Private Impound
Dog,Wandering,Aitkenvale,2018.1,Dog,Wandering
Dog,Aggressive Animal,Currajong,2018.1,Dog,Aggressive Animal
Dog,Attack,Currajong,2018.1,Dog,Attack
Dog,Enclosure,Currajong,2018.1,Dog,Enclosure
Dog,Enclosure,Currajong,2018.1,Dog,Enclosure
Dog,Enclosure,Currajong,2018.1,Dog,Enclosure
Dog,Noise,Currajong,2018.1,Dog,Noise
Dog,Noise,Currajong,2018.1,Dog,Noise
Cat,Private Impound,Currajong,2018.1,Cat,Private Impound
Cat,Private Impound,Currajong,2018.1,Cat,Private Impound
Dog,Private Impound,Currajong,2018.1,Dog,Private Impound
Dog,Private Impound,Currajong,2018.1,Dog,Private Impound
Dog,Private Impound,Currajong,2018.1,Dog,Private Impound
Dog,Enclosure,Garbutt,2018.1,Dog,Enclosure
Dog,Private Impound,Garbutt,2018.1,Dog,Private Impound
Dog,Private Impound,Garbutt,2018.1,Dog,Private Impound
Dog,Private Impound,Garbutt,2018.1,Dog,Private Impound
Dog,Attack,Gulliver,2018.1,Dog,Attack
Dog,Enclosure,Gulliver,2018.1,Dog,Enclosure
Dog,Enclosure,Gulliver,2018.1,Dog,Enclosure
Dog,Noise,Gulliver,2018.1,Dog,Noise
Cat,Private Impound,Gulliver,2018.1,Cat,Private Impound
Cat,Private Impound,Gulliver,2018.1,Cat,Private Impound
Cat,Private Impound,Gulliver,2018.1,Cat,Private Impound
Cat,Private Impound,Gulliver,2018.1,Cat,Private Impound
Dog,Attack,Mount Louisa,2018.1,Dog,Attack
Dog,Attack,Mount Louisa,2018.1,Dog,Attack
Dog,Noise,Mount Louisa,2018.1,Dog,Noise
Cat,Private Impound,Mount Louisa,2018.1,Cat,Private Impound
Cat,Private Impound,Mount Louisa,2018.1,Cat,Private Impound
Dog,Private Impound,Mount Louisa,2018.1,Dog,Private Impound
Dog,Private Impound,Mount Louisa,2018.1,Dog,Private Impound
Dog,Private Impound,Mount Louisa,2018.1,Dog,Private Impound
Dog,Private Impound,Mount Louisa,2018.1,Dog,Private Impound
Dog,Enclosure,Mundingburra,2018.1,Dog,Enclosure
Dog,Noise,Mundingburra,2018.1,Dog,Noise
Dog,Aggressive Animal,Vincent,2018.1,Dog,Aggressive Animal
Dog,Attack,Vincent,2018.1,Dog,Attack
Cat,Enclosure,Vincent,2018.1,Cat,Enclosure
Cat,Enclosure,Vincent,2018.1,Cat,Enclosure
Dog,Enclosure,Vincent,2018.1,Dog,Enclosure
Cat,Private Impound,Vincent,2018.1,Cat,Private Impound
Dog,Private Impound,Vincent,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Currajong,2018.1,Dog,Aggressive Animal
Dog,Enclosure,Currajong,2018.1,Dog,Enclosure
Cat,Private Impound,Currajong,2018.1,Cat,Private Impound
Dog,Wandering,Currajong,2018.1,Dog,Wandering
Dog,Noise,Hermit Park,2018.1,Dog,Noise
Dog,Noise,Hermit Park,2018.1,Dog,Noise
Dog,Noise,Hermit Park,2018.1,Dog,Noise
Cat,Private Impound,Hermit Park,2018.1,Cat,Private Impound
Dog,Private Impound,Hyde Park,2018.1,Dog,Private Impound
Dog,Private Impound,Hyde Park,2018.1,Dog,Private Impound
Dog,Private Impound,Hyde Park,2018.1,Dog,Private Impound
Dog,Attack,Mundingburra,2018.1,Dog,Attack
Dog,Noise,Mundingburra,2018.1,Dog,Noise
Dog,Private Impound,Mundingburra,2018.1,Dog,Private Impound
Dog,Private Impound,Mysterton,2018.1,Dog,Private Impound
Dog,Private Impound,Mysterton,2018.1,Dog,Private Impound
Dog,Private Impound,Mysterton,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Pimlico,2018.1,Dog,Aggressive Animal
Dog,Noise,Pimlico,2018.1,Dog,Noise
Dog,Private Impound,Pimlico,2018.1,Dog,Private Impound
Dog,Aggressive Animal,Railway Estate,2018.1,Dog,Aggressive Animal
Cat,Private Impound,Railway Estate,2018.1,Cat,Private Impound
Dog,Private Impound,Railway Estate,2018.1,Dog,Private Impound
Dog,Noise,Rosslea,2018.1,Dog,Noise
Cat,Private Impound,Rosslea,2018.1,Cat,Private Impound
Dog,Private Impound,Rosslea,2018.1,Dog,Private Impound
Cat,Private Impound,Townsville City,2018.1,Cat,Private Impound
Dog,Aggressive Animal,West End,2018.1,Dog,Aggressive Animal
Dog,Attack,West End,2018.1,Dog,Attack
Dog,Attack,West End,2018.1,Dog,Attack
Dog,Enclosure,West End,2018.1,Dog,Enclosure
Dog,Noise,West End,2018.1,Dog,Noise
Dog,Noise,West End,2018.1,Dog,Noise
Cat,Private Impound,West End,2018.1,Cat,Private Impound
Cat,Private Impound,West End,2018.1,Cat,Private Impound
Cat,Wandering,West End,2018.1,Cat,Wandering
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Aggressive Animal,Unallocated,2018.1,Dog,Aggressive Animal
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Attack,Unallocated,2018.1,Dog,Attack
Dog,Enclosure,Unallocated,2018.1,Dog,Enclosure
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Dog,Private Impound,Unallocated,2018.1,Dog,Private Impound
Cat,Wandering,Unallocated,2018.1,Cat,Wandering
Cat,Wandering,Unallocated,2018.1,Cat,Wandering
Cat,Wandering,Unallocated,2018.1,Cat,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
Dog,Wandering,Unallocated,2018.1,Dog,Wandering
